"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Sunlight (KJ/m²)
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"May"	"5"	29141.7945
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Jun"	"6"	29796.2240
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Jul"	"7"	23654.5194
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Aug"	"8"	22672.4210
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Sep"	"9"	21912.4830
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Oct"	"10"	18822.3116
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Nov"	"11"	14192.9083
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"	"Dec"	"12"	11670.3335
"Total"	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2008"	"2008"			20847.7731
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Jan"	"1"	13115.7335
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Feb"	"2"	16657.9489
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Mar"	"3"	22152.7494
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Apr"	"4"	26177.1030
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"May"	"5"	28717.7384
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Jun"	"6"	28977.7950
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Jul"	"7"	26037.9910
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Aug"	"8"	24585.7839
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Sep"	"9"	22425.3533
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Oct"	"10"	18119.8865
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Nov"	"11"	14385.0350
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"	"Dec"	"12"	12259.3287
"Total"	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2009"	"2009"			21150.8129
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Jan"	"1"	12795.6842
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Feb"	"2"	15303.7504
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Mar"	"3"	21699.7406
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Apr"	"4"	25808.2153
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"May"	"5"	30119.1971
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Jun"	"6"	29945.5323
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Jul"	"7"	24080.8123
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Aug"	"8"	22956.4055
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Sep"	"9"	22387.5360
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Oct"	"10"	18027.1561
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Nov"	"11"	14840.1710
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"	"Dec"	"12"	12236.6803
"Total"	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2010"	"2010"			20869.4099
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Jan"	"1"	13834.3532
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Feb"	"2"	16412.2332
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Mar"	"3"	22336.2984
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Apr"	"4"	26241.3687
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"May"	"5"	30314.0600
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Jun"	"6"	30188.7197
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Jul"	"7"	25203.0548
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Aug"	"8"	24120.2481
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Sep"	"9"	21929.2637
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Oct"	"10"	18685.2110
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Nov"	"11"	14165.0007
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"	"Dec"	"12"	12012.2961
"Total"	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2011"	"2011"			21306.6967
"Total"	"Arizona"	"04"	"Pima County, AZ"	"04019"					20721.7287
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1979"	"1979"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1980"	"1980"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1981"	"1981"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1982"	"1982"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1983"	"1983"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1984"	"1984"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1985"	"1985"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1986"	"1986"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1987"	"1987"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1988"	"1988"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1989"	"1989"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1990"	"1990"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1991"	"1991"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1992"	"1992"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1993"	"1993"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"May"	"5"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1994"	"1994"			0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1995"	"1995"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1995"	"1995"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1995"	"1995"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"1995"	"1995"	"Apr"	"4"	0.0000
