Notes,State,State Code,County,County Code,Year,Year Code,Month,Month Code,Avg Day Land Surface Temperature (F),Avg Night Land Surface Temperature (F),Cases
,Arizona,4.0,Mohave,4015.0,2004,2004.0,Sep,9,109.3783,60.4755,6
,Arizona,4.0,Mohave,4015.0,2004,2004.0,Oct,10,89.1162,50.1454,3
,Arizona,4.0,Mohave,4015.0,2004,2004.0,Nov,11,62.132,36.8867,2
,Arizona,4.0,Mohave,4015.0,2004,2004.0,Dec,12,58.4672,31.8049,2
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Jan,1,59.0891,35.1069,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Feb,2,60.5297,34.6242,5
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Mar,3,75.6329,38.7571,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Apr,4,91.0793,43.8775,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,May,5,107.7049,56.1538,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Jun,6,116.3421,62.6767,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Jul,7,126.5348,70.3701,1
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Aug,8,111.7201,67.6345,2
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Sep,9,108.3229,60.6538,3
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Oct,10,90.3269,52.3171,5
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Nov,11,71.8316,38.4235,1
,Arizona,4.0,Mohave,4015.0,2005,2005.0,Dec,12,61.249,29.7837,7
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Jan,1,63.9474,31.1615,5
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Feb,2,74.8605,33.2113,7
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Mar,3,74.1859,35.8215,2
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Apr,4,95.384,45.839,3
,Arizona,4.0,Mohave,4015.0,2006,2006.0,May,5,114.7893,56.9622,3
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Jun,6,124.3468,65.4704,5
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Jul,7,120.9051,70.6689,4
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Aug,8,117.3215,68.5463,6
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Sep,9,104.8641,59.0555,6
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Oct,10,85.7435,47.0642,2
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Nov,11,75.183,39.8137,3
,Arizona,4.0,Mohave,4015.0,2006,2006.0,Dec,12,60.7187,28.6122,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Jan,1,58.5837,26.471,5
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Feb,2,70.2212,33.4021,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Mar,3,91.057,41.2656,8
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Apr,4,100.1832,47.2492,5
,Arizona,4.0,Mohave,4015.0,2007,2007.0,May,5,113.7857,56.1047,4
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Jun,6,124.0712,63.3368,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Jul,7,124.4839,71.0242,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Aug,8,116.9909,69.4466,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Sep,9,107.0726,61.3484,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Oct,10,90.9262,49.3143,3
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Nov,11,78.7706,41.8123,5
,Arizona,4.0,Mohave,4015.0,2007,2007.0,Dec,12,52.9308,29.0811,2
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Jan,1,54.1248,28.2295,1
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Feb,2,63.9416,31.7272,7
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Mar,3,83.4243,38.2072,4
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Apr,4,98.1854,44.1451,1
,Arizona,4.0,Mohave,4015.0,2008,2008.0,May,5,108.0272,51.8327,3
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Jun,6,123.9635,62.6909,2
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Jul,7,124.2784,70.6256,3
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Aug,8,118.6527,69.2799,3
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Sep,9,110.2714,62.1328,8
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Oct,10,94.4956,50.4717,9
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Nov,11,76.9145,41.0315,7
,Arizona,4.0,Mohave,4015.0,2008,2008.0,Dec,12,54.6666,30.2706,11
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Jan,1,60.1828,23.9307,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Feb,2,62.1244,19.6031,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Mar,3,79.191,27.3327,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Apr,4,90.7926,31.9038,1
,Arizona,4.0,Navajo,4017.0,2003,2003.0,May,5,106.9214,43.5423,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Jun,6,118.6732,51.7798,1
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Jul,7,125.2811,59.7375,1
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Aug,8,111.1362,58.3334,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Sep,9,103.2256,50.2302,1
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Oct,10,90.2055,42.9004,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Nov,11,61.2047,25.5786,0
,Arizona,4.0,Navajo,4017.0,2003,2003.0,Dec,12,52.457,18.8193,0
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Jan,1,53.3683,18.2368,0
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Feb,2,57.4432,16.7959,0
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Mar,3,88.7404,32.8111,1
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Apr,4,88.9497,35.7987,0
,Arizona,4.0,Navajo,4017.0,2004,2004.0,May,5,107.0763,42.8362,0
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Jun,6,119.5051,51.0695,3
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Jul,7,118.0528,56.1339,2
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Aug,8,110.8014,55.0278,3
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Sep,9,102.8205,49.356,1
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Oct,10,79.5525,39.4186,2
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Nov,11,58.4613,26.8012,1
,Arizona,4.0,Navajo,4017.0,2004,2004.0,Dec,12,51.6422,20.5413,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Jan,1,54.8329,24.7842,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Feb,2,56.3921,24.1425,2
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Mar,3,72.1403,27.805,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Apr,4,91.0776,32.9896,1
,Arizona,4.0,Navajo,4017.0,2005,2005.0,May,5,103.4194,43.8804,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Jun,6,112.0686,49.6483,2
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Jul,7,123.9505,58.9356,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Aug,8,105.2872,56.3348,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Sep,9,101.2144,50.0871,1
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Oct,10,85.2641,40.9068,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Nov,11,68.3158,26.6584,0
,Arizona,4.0,Navajo,4017.0,2005,2005.0,Dec,12,57.7057,16.2525,1
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Jan,1,59.4595,17.9395,0
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Feb,2,70.3541,19.6947,2
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Mar,3,71.2976,26.6828,0
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Apr,4,95.0323,35.1895,4
,Arizona,4.0,Navajo,4017.0,2006,2006.0,May,5,112.313,45.4919,2
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Jun,6,122.1149,53.8898,1
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Jul,7,118.0046,59.9754,2
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Aug,8,102.6609,56.7175,1
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Sep,9,95.2742,46.9408,0
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Oct,10,75.7595,37.0708,1
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Nov,11,69.9597,28.7429,1
,Arizona,4.0,Navajo,4017.0,2006,2006.0,Dec,12,52.2669,16.6959,1
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Jan,1,46.7003,16.2301,2
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Feb,2,58.9545,23.7131,0
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Mar,3,84.303,28.1381,0
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Apr,4,92.4371,35.0923,1
,Arizona,4.0,Navajo,4017.0,2007,2007.0,May,5,106.4562,44.1885,0
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Jun,6,120.228,52.1125,1
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Jul,7,119.9279,59.3294,2
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Aug,8,108.7507,60.365,1
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Sep,9,101.5083,52.2345,0
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Oct,10,85.8715,39.1455,2
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Nov,11,74.5441,30.6911,0
,Arizona,4.0,Navajo,4017.0,2007,2007.0,Dec,12,45.2766,18.7938,2
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Jan,1,41.7679,12.5569,2
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Feb,2,53.6375,22.3581,3
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Mar,3,80.3824,26.3546,1
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Apr,4,94.2404,31.5707,1
,Arizona,4.0,Navajo,4017.0,2008,2008.0,May,5,105.1137,39.4082,0
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Jun,6,118.1953,51.5301,1
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Jul,7,115.4282,59.5099,0
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Aug,8,111.131,58.0438,0
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Sep,9,100.9309,51.3373,1
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Oct,10,86.4351,37.5334,0
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Nov,11,70.4479,28.7241,0
,Arizona,4.0,Navajo,4017.0,2008,2008.0,Dec,12,49.032,21.0691,2
,Arizona,4.0,Pima,4019.0,2003,2003.0,Jan,1,81.3609,39.277,56
,Arizona,4.0,Pima,4019.0,2003,2003.0,Feb,2,78.1487,38.0133,35
,Arizona,4.0,Pima,4019.0,2003,2003.0,Mar,3,95.1787,43.565,23
,Arizona,4.0,Pima,4019.0,2003,2003.0,Apr,4,107.067,47.553,27
,Arizona,4.0,Pima,4019.0,2003,2003.0,May,5,120.4199,57.1908,34
,Arizona,4.0,Pima,4019.0,2003,2003.0,Jun,6,130.2599,66.4377,26
,Arizona,4.0,Pima,4019.0,2003,2003.0,Jul,7,127.7966,73.0127,50
,Arizona,4.0,Pima,4019.0,2003,2003.0,Aug,8,116.6468,72.0603,72
,Arizona,4.0,Pima,4019.0,2003,2003.0,Sep,9,115.3532,68.9394,32
,Arizona,4.0,Pima,4019.0,2003,2003.0,Oct,10,102.8361,60.8916,27
,Arizona,4.0,Pima,4019.0,2003,2003.0,Nov,11,80.8573,41.1688,25
,Arizona,4.0,Pima,4019.0,2003,2003.0,Dec,12,72.8105,34.633,42
,Arizona,4.0,Pima,4019.0,2004,2004.0,Jan,1,72.5798,36.3104,49
,Arizona,4.0,Pima,4019.0,2004,2004.0,Feb,2,78.3174,34.3857,48
,Arizona,4.0,Pima,4019.0,2004,2004.0,Mar,3,100.9042,49.9054,40
,Arizona,4.0,Pima,4019.0,2004,2004.0,Apr,4,106.9129,51.429,27
,Arizona,4.0,Pima,4019.0,2004,2004.0,May,5,121.7051,59.0188,35
,Arizona,4.0,Pima,4019.0,2004,2004.0,Jun,6,129.1122,66.1178,62
,Arizona,4.0,Pima,4019.0,2004,2004.0,Jul,7,125.2738,69.8905,87
,Arizona,4.0,Pima,4019.0,2004,2004.0,Aug,8,119.3879,70.5374,56
,Arizona,4.0,Pima,4019.0,2004,2004.0,Sep,9,115.804,66.3291,62
,Arizona,4.0,Pima,4019.0,2004,2004.0,Oct,10,99.526,54.2565,62
,Arizona,4.0,Pima,4019.0,2004,2004.0,Nov,11,76.2104,40.1336,80
,Arizona,4.0,Pima,4019.0,2004,2004.0,Dec,12,70.2914,36.7553,54
,Arizona,4.0,Pima,4019.0,2005,2005.0,Jan,1,69.1509,38.6539,46
,Arizona,4.0,Pima,4019.0,2005,2005.0,Feb,2,71.1857,40.2317,46
,Arizona,4.0,Pima,4019.0,2005,2005.0,Mar,3,89.5735,43.5039,45
,Arizona,4.0,Pima,4019.0,2005,2005.0,Apr,4,106.5419,49.2799,40
,Arizona,4.0,Pima,4019.0,2005,2005.0,May,5,120.0709,59.3662,37
,Arizona,4.0,Pima,4019.0,2005,2005.0,Jun,6,128.0682,67.1851,69
,Arizona,4.0,Pima,4019.0,2005,2005.0,Jul,7,130.6478,74.3112,50
,Arizona,4.0,Pima,4019.0,2005,2005.0,Aug,8,114.7389,72.3947,117
,Arizona,4.0,Pima,4019.0,2005,2005.0,Sep,9,116.953,67.6073,61
,Arizona,4.0,Pima,4019.0,2005,2005.0,Oct,10,103.3452,57.5099,58
,Arizona,4.0,Pima,4019.0,2005,2005.0,Nov,11,88.3885,45.0641,87
,Arizona,4.0,Pima,4019.0,2005,2005.0,Dec,12,78.422,35.6883,94
,Arizona,4.0,Pima,4019.0,2006,2006.0,Jan,1,80.299,35.2354,56
,Arizona,4.0,Pima,4019.0,2006,2006.0,Feb,2,89.0322,38.3257,86
,Arizona,4.0,Pima,4019.0,2006,2006.0,Mar,3,90.2913,40.018,87
,Arizona,4.0,Pima,4019.0,2006,2006.0,Apr,4,109.2432,49.3415,76
,Arizona,4.0,Pima,4019.0,2006,2006.0,May,5,124.2205,59.8885,84
,Arizona,4.0,Pima,4019.0,2006,2006.0,Jun,6,130.4794,69.3387,92
,Arizona,4.0,Pima,4019.0,2006,2006.0,Jul,7,124.6567,75.18,112
,Arizona,4.0,Pima,4019.0,2006,2006.0,Aug,8,114.9492,71.2199,81
,Arizona,4.0,Pima,4019.0,2006,2006.0,Sep,9,107.2822,64.9618,50
,Arizona,4.0,Pima,4019.0,2006,2006.0,Oct,10,99.0788,53.1291,40
,Arizona,4.0,Pima,4019.0,2006,2006.0,Nov,11,91.0875,45.7197,61
,Arizona,4.0,Pima,4019.0,2006,2006.0,Dec,12,75.5436,34.2467,72
,Arizona,4.0,Pima,4019.0,2007,2007.0,Jan,1,70.549,32.2364,68
,Arizona,4.0,Pima,4019.0,2007,2007.0,Feb,2,85.2653,37.53,53
,Arizona,4.0,Pima,4019.0,2007,2007.0,Mar,3,101.2994,45.1188,49
,Arizona,4.0,Pima,4019.0,2007,2007.0,Apr,4,108.1057,50.2462,55
,Arizona,4.0,Pima,4019.0,2007,2007.0,May,5,121.7124,59.008,72
,Arizona,4.0,Pima,4019.0,2007,2007.0,Jun,6,130.054,67.3532,64
,Arizona,4.0,Pima,4019.0,2007,2007.0,Jul,7,127.8109,73.1629,97
,Arizona,4.0,Pima,4019.0,2007,2007.0,Aug,8,115.0896,73.5986,82
,Arizona,4.0,Pima,4019.0,2007,2007.0,Sep,9,111.8862,67.9429,48
,Arizona,4.0,Pima,4019.0,2007,2007.0,Oct,10,102.5033,54.8168,72
,Arizona,4.0,Pima,4019.0,2007,2007.0,Nov,11,92.7711,48.8344,107
,Arizona,4.0,Pima,4019.0,2007,2007.0,Dec,12,65.6708,34.2931,137
,Arizona,4.0,Pima,4019.0,2008,2008.0,Jan,1,69.7302,33.173,95
,Arizona,4.0,Pima,4019.0,2008,2008.0,Feb,2,80.8598,38.0931,68
,Arizona,4.0,Pima,4019.0,2008,2008.0,Mar,3,99.642,42.91,43
,Arizona,4.0,Pima,4019.0,2008,2008.0,Apr,4,111.491,49.5785,55
,Arizona,4.0,Pima,4019.0,2008,2008.0,May,5,118.9973,55.6615,41
,Arizona,4.0,Pima,4019.0,2008,2008.0,Jun,6,130.6506,68.9709,63
,Arizona,4.0,Pima,4019.0,2008,2008.0,Jul,7,120.3791,73.0283,66
,Arizona,4.0,Pima,4019.0,2008,2008.0,Aug,8,115.1608,73.0234,53
,Arizona,4.0,Pima,4019.0,2008,2008.0,Sep,9,110.0698,68.757,75
,Arizona,4.0,Pima,4019.0,2008,2008.0,Oct,10,104.3997,56.3887,63
,Arizona,4.0,Pima,4019.0,2008,2008.0,Nov,11,87.7214,45.9296,66
,Arizona,4.0,Pima,4019.0,2008,2008.0,Dec,12,70.7587,37.3904,122
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Jan,1,79.6517,39.4714,12
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Feb,2,77.9253,38.3281,3
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Mar,3,90.7111,44.6079,11
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Apr,4,104.2713,48.6974,2
,Arizona,4.0,Pinal,4021.0,2003,2003.0,May,5,118.5693,59.3753,1
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Jun,6,129.0184,68.5909,4
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Jul,7,128.054,75.354,5
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Aug,8,121.9952,74.1596,14
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Sep,9,117.0078,69.8312,14
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Oct,10,106.6512,61.49,13
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Nov,11,80.9076,41.146,8
,Arizona,4.0,Pinal,4021.0,2003,2003.0,Dec,12,71.078,34.4467,13
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Jan,1,70.9118,35.9831,8
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Feb,2,75.7406,34.5409,11
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Mar,3,97.8736,50.4805,4
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Apr,4,105.3249,52.4929,7
,Arizona,4.0,Pinal,4021.0,2004,2004.0,May,5,121.1654,60.7699,15
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Jun,6,129.2973,68.1408,23
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Jul,7,127.016,71.8935,13
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Aug,8,121.0125,71.9635,15
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Sep,9,116.1314,66.9695,8
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Oct,10,99.4262,55.2339,16
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Nov,11,76.1012,41.3391,16
,Arizona,4.0,Pinal,4021.0,2004,2004.0,Dec,12,68.9989,36.3941,16
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Jan,1,68.1331,38.6782,11
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Feb,2,70.1526,40.2829,12
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Mar,3,83.7856,44.0867,9
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Apr,4,102.659,50.2872,7
,Arizona,4.0,Pinal,4021.0,2005,2005.0,May,5,117.8664,60.6012,4
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Jun,6,126.3922,68.7927,8
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Jul,7,129.9808,75.5525,8
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Aug,8,117.3123,73.7882,17
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Sep,9,116.5958,67.7381,13
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Oct,10,102.9254,58.6433,10
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Nov,11,87.5954,45.6558,19
,Arizona,4.0,Pinal,4021.0,2005,2005.0,Dec,12,76.8801,35.5446,39
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Jan,1,78.3329,35.8399,16
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Feb,2,87.2929,39.4362,27
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Mar,3,88.5644,41.2681,26
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Apr,4,107.1098,50.6368,23
,Arizona,4.0,Pinal,4021.0,2006,2006.0,May,5,123.3231,61.7602,13
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Jun,6,130.1668,70.9722,14
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Jul,7,126.9342,76.801,20
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Aug,8,114.5625,72.6115,18
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Sep,9,108.4669,65.551,11
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Oct,10,98.1898,53.9259,12
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Nov,11,89.2818,46.1165,15
,Arizona,4.0,Pinal,4021.0,2006,2006.0,Dec,12,72.4308,34.3149,30
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Jan,1,67.8836,32.7483,30
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Feb,2,81.2373,38.2335,27
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Mar,3,97.9151,46.2274,24
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Apr,4,105.3396,51.5269,26
,Arizona,4.0,Pinal,4021.0,2007,2007.0,May,5,120.2052,61.2102,14
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Jun,6,128.6521,68.775,25
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Jul,7,127.5918,75.0041,10
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Aug,8,120.0005,75.8905,18
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Sep,9,114.7306,68.6164,13
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Oct,10,101.4938,56.1226,19
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Nov,11,91.7841,49.4568,28
,Arizona,4.0,Pinal,4021.0,2007,2007.0,Dec,12,64.2462,33.9892,21
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Jan,1,66.2069,33.4001,19
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Feb,2,76.4539,37.6972,25
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Mar,3,95.6751,43.743,17
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Apr,4,108.3393,51.0628,23
,Arizona,4.0,Pinal,4021.0,2008,2008.0,May,5,116.0368,57.2596,22
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Jun,6,128.5668,69.6487,11
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Jul,7,122.5629,74.3742,27
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Aug,8,118.3645,74.9133,18
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Sep,9,112.7139,69.66,24
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Oct,10,103.2359,56.8027,13
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Nov,11,86.0879,46.2713,19
,Arizona,4.0,Pinal,4021.0,2008,2008.0,Dec,12,68.521,37.2862,34
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Jan,1,79.2927,36.5092,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Feb,2,73.5408,35.8074,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Mar,3,88.17,39.3723,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Apr,4,100.0594,42.9822,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,May,5,112.2507,53.4616,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Jun,6,121.9057,62.1591,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Jul,7,114.7741,66.6121,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Aug,8,102.3545,64.306,1
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Sep,9,103.6327,62.4719,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Oct,10,93.8834,56.4581,2
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Nov,11,78.5336,40.2814,0
,Arizona,4.0,Santa Cruz,4023.0,2003,2003.0,Dec,12,71.2672,35.7072,1
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Jan,1,66.6721,35.0001,2
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Feb,2,74.015,32.3866,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Mar,3,92.9916,45.7866,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Apr,4,96.7725,46.5402,1
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,May,5,112.6984,54.4394,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Jun,6,120.2538,61.7583,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Jul,7,112.4402,63.2712,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Aug,8,103.6599,62.9146,1
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Sep,9,104.9447,60.5584,1
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Oct,10,92.5446,50.5462,0
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Nov,11,72.7274,37.1494,1
,Arizona,4.0,Santa Cruz,4023.0,2004,2004.0,Dec,12,68.7227,35.2798,1
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Jan,1,68.8929,35.9884,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Feb,2,67.8961,35.6365,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Mar,3,84.734,39.4758,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Apr,4,99.1539,45.1764,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,May,5,111.8808,54.499,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Jun,6,119.7211,61.7215,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Jul,7,120.4625,68.2719,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Aug,8,98.1787,64.7588,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Sep,9,102.3057,61.7527,1
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Oct,10,92.8738,52.5035,0
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Nov,11,82.5453,42.8601,1
,Arizona,4.0,Santa Cruz,4023.0,2005,2005.0,Dec,12,75.1106,36.0359,0
