"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Precipitation (mm)
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1987"	"1987"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1987"	"1987"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jan"	"1"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Feb"	"2"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Mar"	"3"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Apr"	"4"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jul"	"7"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Aug"	"8"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Sep"	"9"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Oct"	"10"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Nov"	"11"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Dec"	"12"	0.0000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"			0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jan"	"1"	0.3548
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Feb"	"2"	0.8759
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Mar"	"3"	1.4742
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Apr"	"4"	0.2500
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"May"	"5"	0.0452
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jun"	"6"	0.4500
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jul"	"7"	0.3548
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Aug"	"8"	1.7258
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Sep"	"9"	0.1733
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Oct"	"10"	2.6903
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Nov"	"11"	0.4900
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Dec"	"12"	0.1387
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"			0.7557
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jan"	"1"	0.8742
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Feb"	"2"	0.7214
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Mar"	"3"	0.9032
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Apr"	"4"	0.5800
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"May"	"5"	0.2871
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jun"	"6"	0.2467
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jul"	"7"	1.2226
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Aug"	"8"	1.6839
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Sep"	"9"	0.2433
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Oct"	"10"	0.3484
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Nov"	"11"	0.2100
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Dec"	"12"	0.7129
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"			0.6729
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jan"	"1"	0.0452
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Feb"	"2"	0.0357
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Mar"	"3"	0.2581
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Apr"	"4"	0.2233
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"May"	"5"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jun"	"6"	0.0000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jul"	"7"	0.8968
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Aug"	"8"	0.5194
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Sep"	"9"	1.7867
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Oct"	"10"	0.7323
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Nov"	"11"	0.6967
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Dec"	"12"	0.5000
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"			0.4759
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jan"	"1"	0.1677
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Feb"	"2"	1.6929
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Mar"	"3"	0.9258
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Apr"	"4"	0.3933
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"May"	"5"	0.1839
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jun"	"6"	0.0200
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jul"	"7"	0.7903
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Aug"	"8"	1.7710
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Sep"	"9"	0.7700
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Oct"	"10"	0.5097
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Nov"	"11"	1.1033
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Dec"	"12"	0.5097
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"			0.7304
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jan"	"1"	0.4000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Feb"	"2"	1.0345
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Mar"	"3"	0.2161
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Apr"	"4"	1.0667
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"May"	"5"	0.0065
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jun"	"6"	0.1100
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jul"	"7"	1.1774
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Aug"	"8"	1.6387
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Sep"	"9"	2.1367
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Oct"	"10"	2.4839
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Nov"	"11"	2.2667
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Dec"	"12"	1.4903
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"			1.1672
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jan"	"1"	2.7581
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Feb"	"2"	2.6321
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Mar"	"3"	0.8581
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Apr"	"4"	1.1333
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"May"	"5"	0.2258
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jun"	"6"	0.5300
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jul"	"7"	1.0645
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Aug"	"8"	2.3839
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Sep"	"9"	0.3600
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Oct"	"10"	0.9516
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Nov"	"11"	0.0767
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Dec"	"12"	0.0323
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"			1.0773
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jan"	"1"	0.1645
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Feb"	"2"	0.0750
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Mar"	"3"	1.3387
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Apr"	"4"	0.4133
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"May"	"5"	0.0516
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jun"	"6"	0.5200
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jul"	"7"	1.9161
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Aug"	"8"	1.8548
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Sep"	"9"	1.0333
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Oct"	"10"	1.9290
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Nov"	"11"	0.0700
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Dec"	"12"	0.4226
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"			0.8252
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Jan"	"1"	0.4710
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Feb"	"2"	0.4857
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Mar"	"3"	0.6258
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Apr"	"4"	0.4000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"May"	"5"	0.4871
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Jun"	"6"	0.0100
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Jul"	"7"	2.6000
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Aug"	"8"	1.8742
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Sep"	"9"	1.0267
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Oct"	"10"	0.1645
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Nov"	"11"	0.0300
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2007"	"2007"	"Dec"	"12"	3.1323
