"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1988"	"1988"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1989"	"1989"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1990"	"1990"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1991"	"1991"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1992"	"1992"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1993"	"1993"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1994"	"1994"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1995"	"1995"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1996"	"1996"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1997"	"1997"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1998"	"1998"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jan"	"1"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Feb"	"2"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Mar"	"3"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Apr"	"4"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"May"	"5"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jun"	"6"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Jul"	"7"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Aug"	"8"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Sep"	"9"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Oct"	"10"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Nov"	"11"	Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"	"Dec"	"12"	Missing	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"1999"	"1999"			Missing	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jan"	"1"	46.9192	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Feb"	"2"	51.7565	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Mar"	"3"	54.2833	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Apr"	"4"	67.7948	80.4274
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"May"	"5"	77.7592	82.8365
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jun"	"6"	85.1198	83.9239
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Jul"	"7"	88.7164	85.9641
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Aug"	"8"	86.1506	85.8405
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Sep"	"9"	80.4975	82.4926
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Oct"	"10"	63.7109	80.7565
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Nov"	"11"	44.3749	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"	"Dec"	"12"	46.5533	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2000"	"2000"			66.1788	84.3939
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jan"	"1"	38.7363	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Feb"	"2"	42.8358	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Mar"	"3"	56.2909	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Apr"	"4"	61.7789	79.5390
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"May"	"5"	77.5011	81.6360
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jun"	"6"	84.6019	84.5123
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Jul"	"7"	86.3243	84.9290
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Aug"	"8"	86.5719	85.2503
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Sep"	"9"	82.4460	82.2210
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Oct"	"10"	70.8974	79.8670
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Nov"	"11"	56.2365	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"	"Dec"	"12"	38.3221	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2001"	"2001"			65.3295	83.8553
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jan"	"1"	41.6921	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Feb"	"2"	47.1033	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Mar"	"3"	53.3819	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Apr"	"4"	67.6005	79.4514
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"May"	"5"	73.7579	82.7503
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jun"	"6"	86.8045	85.1159
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Jul"	"7"	91.1465	87.7860
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Aug"	"8"	87.4313	85.2882
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Sep"	"9"	78.0357	82.0678
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Oct"	"10"	64.7353	78.9815
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Nov"	"11"	53.8497	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"	"Dec"	"12"	41.7710	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2002"	"2002"			65.6959	85.3582
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jan"	"1"	49.8961	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Feb"	"2"	46.5668	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Mar"	"3"	53.7747	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Apr"	"4"	59.6660	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"May"	"5"	74.9441	83.2296
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jun"	"6"	83.5745	83.4758
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Jul"	"7"	92.5399	88.8413
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Aug"	"8"	86.8325	85.4263
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Sep"	"9"	81.1483	82.2691
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Oct"	"10"	73.5475	80.3921
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Nov"	"11"	51.2278	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"	"Dec"	"12"	43.5174	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2003"	"2003"			66.5726	84.9753
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jan"	"1"	39.7782	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Feb"	"2"	40.6971	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Mar"	"3"	62.6655	79.4094
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Apr"	"4"	62.0187	79.1899
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"May"	"5"	74.5922	80.2890
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jun"	"6"	83.5499	83.1332
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Jul"	"7"	87.3740	84.9667
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Aug"	"8"	83.8485	83.6979
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Sep"	"9"	76.7776	82.1639
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Oct"	"10"	62.5945	79.2485
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Nov"	"11"	49.1701	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"	"Dec"	"12"	42.3090	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2004"	"2004"			63.8626	83.4532
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jan"	"1"	44.8219	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Feb"	"2"	46.8089	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Mar"	"3"	51.3775	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Apr"	"4"	60.5561	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"May"	"5"	73.0262	82.6081
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jun"	"6"	79.4317	82.8770
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Jul"	"7"	90.4261	87.4032
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Aug"	"8"	83.1624	83.2007
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Sep"	"9"	78.5933	81.7113
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Oct"	"10"	66.7334	79.9812
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Nov"	"11"	56.0579	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"	"Dec"	"12"	45.8009	Missing
"Total"	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2005"	"2005"			64.8373	84.2111
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jan"	"1"	44.9219	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Feb"	"2"	50.7812	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Mar"	"3"	50.0942	Missing
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Apr"	"4"	64.5720	78.9386
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"May"	"5"	77.0129	81.7171
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jun"	"6"	86.9918	84.9902
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Jul"	"7"	89.6124	87.3093
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Aug"	"8"	83.7270	83.4960
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Sep"	"9"	75.5859	81.5969
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Oct"	"10"	63.7934	80.6435
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2006"	"2006"	"Nov"	"11"	56.6924	79.3000
